Word,Valence,Arousal,Dominance,Concreteness
Haydn,0.731564,0.414631,0.640640,0.529806
creep,0.439543,0.480966,0.503334,0.583437
enemies,0.464411,0.629282,0.511312,0.578422
ptomaine,0.522886,0.444615,0.511843,0.463937
exploitable,0.536370,0.495875,0.559796,0.494908
cultish,0.476834,0.527280,0.524596,0.314077
flanging,0.515605,0.399810,0.544068,0.682884
preconceived,0.504712,0.457984,0.569972,0.378508
cultism,0.367683,0.514182,0.462388,0.465662
blackleg,0.369243,0.452702,0.473254,0.706659
goggling,0.568647,0.532923,0.569806,0.770015
quadraphonic,0.664933,0.456992,0.608360,0.636719
votaries,0.567281,0.456787,0.575315,0.384793
subclass,0.450864,0.444441,0.503881,0.612215
polluted,0.329551,0.498905,0.451760,0.612657
birdlike,0.605856,0.514944,0.532642,0.629616
dress_rehearsal,0.569281,0.529621,0.565796,0.721311
disheartened,0.431463,0.467949,0.521293,0.475232
exposition,0.538704,0.514413,0.555621,0.651171
periphery,0.459018,0.371834,0.506378,0.557942
nitrate,0.464170,0.423632,0.510041,0.708875
cancellations,0.406857,0.506110,0.443878,0.556383
upfield,0.589460,0.475128,0.575592,0.646337
theological,0.634757,0.402129,0.627576,0.423384
palatable,0.622473,0.412415,0.617426,0.328770
shaker,0.653805,0.432388,0.610510,0.827430
shakes,0.597723,0.477234,0.603034,0.737333
substitutes,0.602086,0.340638,0.576521,0.615725
memorably,0.601778,0.492060,0.602263,0.527824
flossing,0.569443,0.406408,0.643430,0.767228
pitchy,0.523954,0.512185,0.541573,0.587992
spermicidal,0.503401,0.505640,0.530622,0.634750
stefan,0.587995,0.457691,0.590675,0.696410
elementals,0.488130,0.574724,0.493691,0.501176
discoverability,0.624099,0.399737,0.641864,0.516989
unfrozen,0.630358,0.425331,0.568312,0.630977
smudged,0.464707,0.389523,0.527524,0.737213
substituted,0.495278,0.357301,0.577630,0.555823
yoke,0.412888,0.431200,0.493108,0.722498
defensive,0.530871,0.487394,0.572794,0.667087
poppies,0.624327,0.442234,0.554922,0.889777
losing,0.335376,0.513875,0.433697,0.578819
pliers,0.481679,0.472244,0.558629,0.911207
unhealthily,0.418042,0.477436,0.487808,0.468964
ironies,0.609610,0.470624,0.583308,0.475175
palatably,0.579825,0.454862,0.580653,0.430537
shaken,0.521431,0.500759,0.512125,0.638518
marketers,0.547236,0.454301,0.587901,0.528201
tricot,0.665439,0.354116,0.649650,0.806451
allium,0.631594,0.397135,0.585309,0.809788
postcoital,0.551772,0.481148,0.536616,0.704443
filipino,0.608418,0.448315,0.605908,0.565428
gleaning,0.569878,0.381363,0.597085,0.577289
sycophant,0.423039,0.408375,0.544999,0.516508
annualized,0.524942,0.429363,0.569292,0.554075
intergalactic,0.648446,0.556312,0.591098,0.588291
transgress,0.473414,0.538000,0.534496,0.273067
clockmaker,0.658131,0.404282,0.618613,0.826131
interconnecting,0.571504,0.424310,0.588280,0.516983
eightieth,0.698259,0.438371,0.663908,0.556234
Constantine,0.512103,0.530089,0.505315,0.651414
hulking,0.396906,0.488150,0.492856,0.680194
soc,0.523926,0.438607,0.565162,0.703319
handedness,0.414543,0.418778,0.507357,0.393298
Feb,0.570379,0.486624,0.555798,0.709856
sod,0.551197,0.342753,0.582208,0.806879
facility,0.631643,0.371222,0.637240,0.786853
popinjay,0.505856,0.433938,0.574170,0.541969
Greeks,0.554518,0.431566,0.581764,0.575058
cornstalk,0.555074,0.340544,0.554990,1.031006
rotations,0.524491,0.456087,0.544889,0.649190
respectably,0.588434,0.407211,0.624089,0.451552
son,0.660765,0.449574,0.574764,0.777425
thankful,0.791509,0.512378,0.705410,0.410616
eugenicist,0.483940,0.510017,0.513264,0.592435
google,0.617194,0.410549,0.608642,0.721703
raiser,0.507522,0.515389,0.543637,0.754558
consummated,0.538861,0.505280,0.526163,0.533504
sow,0.595176,0.492628,0.617062,0.722949
hospice,0.633746,0.403523,0.570586,0.745472
sox,0.564401,0.349852,0.536568,0.769847
octogenarians,0.581221,0.370096,0.558179,0.530031
scythed,0.496942,0.478504,0.579617,0.642799
novo,0.575363,0.451998,0.628890,0.616972
Tiber,0.582804,0.438703,0.567898,0.717296
authorizes,0.566556,0.497413,0.579794,0.497895
authorizer,0.561991,0.477062,0.607446,0.636668
snoek,0.655829,0.408008,0.564388,0.857402
abstractions,0.545189,0.416791,0.544214,0.430755
serfs,0.486665,0.454642,0.498448,0.534444
constantly,0.562475,0.461062,0.606460,0.354462
nova,0.622242,0.506039,0.529270,0.653900
sniffled,0.458247,0.366544,0.553063,0.544742
nonwhite,0.491916,0.490187,0.528274,0.606580
boy's,0.602512,0.523873,0.602881,0.685499
proffers,0.585373,0.415615,0.594949,0.518657
overhand,0.505312,0.466681,0.528896,0.796718
launching,0.650543,0.523425,0.662664,0.545581
telegraph,0.591406,0.502014,0.571909,0.655138
reincarnating,0.569625,0.467181,0.594286,0.570136
gulps,0.582897,0.464019,0.620910,0.702235
journo,0.523910,0.417347,0.584505,0.701011
disulphide,0.431572,0.412843,0.492445,0.652432
sailcloth,0.682140,0.321187,0.651713,0.840947
magnificent,0.784708,0.560035,0.686555,0.420662
ligne,0.534407,0.396422,0.533347,0.525582
soffit,0.520753,0.356477,0.576125,0.842003
manmade,0.616507,0.460055,0.550260,0.676818
remarking,0.587929,0.508575,0.611241,0.521157
abruption,0.290878,0.548290,0.340400,0.571654
allopathy,0.476153,0.409466,0.499587,0.415004
palmetto,0.640119,0.324898,0.605740,0.835532
retinas,0.595343,0.428680,0.576513,0.712178
wheelwrights,0.522489,0.390956,0.523045,0.650852
allures,0.709312,0.545051,0.635212,0.405272
ilks,0.608302,0.491407,0.613700,0.365695
otter,0.675031,0.457610,0.565938,0.940008
extremist,0.318178,0.547267,0.426318,0.481464
handily,0.585124,0.473462,0.624677,0.576625
misinform,0.273283,0.522391,0.441656,0.411358
archdiocesan,0.504477,0.418467,0.549454,0.629527
genealogy,0.668375,0.419347,0.625041,0.714700
extremity,0.455326,0.483267,0.484976,0.559009
bobcats,0.574979,0.505092,0.528855,0.806456
inside,0.601355,0.455218,0.611732,0.644188
underclothing,0.586330,0.411958,0.602149,0.790595
unforgettably,0.592871,0.503417,0.579506,0.535845
scratchboard,0.672906,0.433025,0.658818,0.777738
devices,0.574331,0.438132,0.559477,0.698491
paprika,0.701519,0.371167,0.658905,0.810563
ejections,0.442918,0.485947,0.497578,0.675453
evilest,0.440677,0.624801,0.464036,0.622236
Caucasia,0.590224,0.455245,0.590833,0.588719
glaringly,0.495384,0.431805,0.578326,0.447986
rubbishing,0.499366,0.529981,0.575755,0.520545
cleansers,0.523901,0.402648,0.615131,0.798956
cormorants,0.464002,0.461575,0.480221,0.783178
quarantining,0.357198,0.460956,0.473646,0.541873
forearmed,0.495172,0.484955,0.534330,0.489790
dropsy,0.191543,0.465014,0.311537,0.574042
centrifuges,0.506354,0.506314,0.510644,0.733182
suborn,0.407218,0.503923,0.517238,0.505898
steady,0.664585,0.396032,0.656790,0.595588
wetness,0.493390,0.466953,0.503593,0.666931
guideposts,0.649986,0.331725,0.641046,0.569324
textbook,0.565106,0.391722,0.588267,0.722324
damson,0.708490,0.391852,0.650744,0.806995
centrifuged,0.450661,0.344361,0.522047,0.870389
menaces,0.355900,0.608566,0.436713,0.546656
splotch,0.448732,0.381158,0.506348,0.920960
medicals,0.571397,0.426715,0.587564,0.604233
tyrannised,0.382512,0.519446,0.482826,0.499518
negotiations,0.543838,0.453576,0.593803,0.494910
rammers,0.521846,0.425647,0.560912,0.786517
redolent,0.545367,0.406443,0.582154,0.398274
stolidity,0.567907,0.417136,0.575293,0.412055
quicklime,0.393288,0.439912,0.479491,0.861821
bantams,0.658966,0.394011,0.613533,0.788763
glacier,0.646003,0.443531,0.531343,0.868342
canonize,0.517498,0.525710,0.577479,0.500119
ambrosial,0.729262,0.417102,0.660894,0.601217
Bolshevik,0.474399,0.514175,0.525557,0.607549
detracts,0.537475,0.408753,0.598163,0.521777
dispensational,0.600145,0.401035,0.557867,0.366860
desecrate,0.412055,0.511060,0.530165,0.562083
ranter,0.345862,0.476097,0.463793,0.544117
Mays,0.561109,0.478654,0.545897,0.615922
brings,0.702197,0.507946,0.679120,0.553742
entomologist,0.474985,0.483654,0.507718,0.831511
spendable,0.704139,0.458191,0.644522,0.542371
scrums,0.522830,0.436540,0.553132,0.610825
ascription,0.460985,0.431123,0.517409,0.277933
leek,0.627771,0.362988,0.608283,0.829591
burbot,0.470383,0.529555,0.483740,0.800127
reggae,0.649228,0.487413,0.586711,0.722423
woodman,0.657122,0.385607,0.606987,0.759334
holt,0.570174,0.387394,0.537701,0.729193
sabe,0.542180,0.433714,0.549449,0.499063
refrigeration,0.597662,0.359845,0.635995,0.784008
officio,0.463154,0.416560,0.525591,0.589779
geezer,0.507466,0.444652,0.528965,0.656070
weaselly,0.411663,0.469619,0.507518,0.351854
primed,0.632198,0.547354,0.617691,0.502232
taurus,0.482932,0.483206,0.524191,0.773967
cleaved,0.498072,0.411590,0.532319,0.636352
tallness,0.685449,0.404005,0.635030,0.610609
eminent,0.631491,0.429495,0.602307,0.439208
fins,0.639540,0.452173,0.585398,0.877056
reruns,0.540358,0.422314,0.524215,0.682325
anticoagulant,0.446596,0.456045,0.486105,0.600899
waggish,0.587873,0.514645,0.597191,0.499701
miranda,0.535298,0.453773,0.522282,0.690004
snooze,0.663784,0.466592,0.623698,0.682867
cleaver,0.373220,0.506714,0.515469,0.837120
entrust,0.667675,0.397389,0.657025,0.461993
transfigured,0.543791,0.536753,0.504026,0.412431
illustrates,0.643073,0.445574,0.657420,0.490367
hygienic,0.575041,0.428981,0.637971,0.501172
withstands,0.639748,0.391624,0.669975,0.672825
fastened,0.533092,0.419649,0.566987,0.752815
unentertaining,0.376197,0.485913,0.478399,0.383753
rockers,0.512082,0.504153,0.509933,0.747518
virtuousness,0.698540,0.575026,0.660526,0.405506
vestiges,0.496965,0.426115,0.532439,0.565320
Charles,0.511823,0.491186,0.523872,0.674596
beamed,0.681513,0.525088,0.664583,0.719716
misnumbered,0.541698,0.397211,0.531820,0.702166
maims,0.299075,0.609776,0.415542,0.625767
pet,0.698057,0.434624,0.617464,0.899252
fastener,0.590194,0.396364,0.619099,0.901970
deviltry,0.374055,0.634867,0.429997,0.345301
troublemaking,0.347471,0.565643,0.467166,0.383012
conferred,0.632198,0.426552,0.633629,0.473899
beamer,0.415712,0.507061,0.495299,0.803035
renegotiating,0.529809,0.469028,0.564797,0.536546
obits,0.564649,0.385947,0.557814,0.633277
breadth,0.679262,0.429068,0.650535,0.545126
snowless,0.607629,0.453619,0.545121,0.609907
furry,0.719095,0.489207,0.614117,0.797919
necromancy,0.494206,0.534515,0.479773,0.451209
pep,0.654731,0.470151,0.671678,0.617102
activated,0.551129,0.487376,0.592657,0.591578
umbrage,0.422224,0.506863,0.524347,0.467388
pudendal,0.350740,0.394676,0.464414,0.538785
theaters,0.555695,0.495753,0.524093,0.700486
asymptomatic,0.378494,0.417162,0.449146,0.399726
malaysians,0.522800,0.445700,0.533556,0.556364
skiing,0.794747,0.513901,0.675577,0.720541
pantywaist,0.427976,0.483252,0.503402,0.649777
katydid,0.766060,0.400678,0.639051,0.897982
retrofit,0.536416,0.434770,0.594142,0.491206
quartered,0.470824,0.411722,0.555252,0.704089
airdrome,0.572242,0.434191,0.549192,0.878794
millisecond,0.562253,0.523907,0.542018,0.652684
briber,0.497094,0.476966,0.540712,0.639039
uneven,0.381867,0.410125,0.489711,0.476438
rambling,0.393636,0.473388,0.491379,0.595426
terrifying,0.410022,0.735950,0.412452,0.442675
calorie,0.573869,0.499351,0.610354,0.689884
inflected,0.618862,0.460664,0.609243,0.547167
methodically,0.511369,0.383397,0.581049,0.479630
sopranino,0.654929,0.429572,0.566548,0.668399
microbes,0.513135,0.468179,0.512687,0.769043
recurrence,0.344488,0.492565,0.439728,0.485733
podiums,0.646879,0.467978,0.615065,0.694128
bicycles,0.707630,0.413128,0.671773,0.732007
bicycler,0.555424,0.494013,0.557992,0.969473
bribed,0.493961,0.514023,0.527954,0.525566
imperially,0.457093,0.424931,0.505050,0.548320
atavistic,0.481896,0.514727,0.507011,0.438490
persevere,0.676035,0.473356,0.720044,0.471507
acidophilus,0.601684,0.370197,0.610673,0.766644
Federalist,0.524088,0.442625,0.565663,0.595179
icing,0.538125,0.485893,0.533081,0.794566
treasuring,0.735330,0.462956,0.687435,0.436398
giros,0.584600,0.450870,0.590960,0.746407
programmatically,0.549850,0.406953,0.582553,0.452494
kendo,0.645958,0.476213,0.632695,0.628689
rucked,0.585371,0.420384,0.582309,0.644758
fluidly,0.726502,0.414466,0.704263,0.499397
spate,0.508108,0.480470,0.521005,0.648930
cataclysmic,0.472639,0.566668,0.435662,0.426131
yobbos,0.414335,0.540191,0.486388,0.664772
hairpin,0.493068,0.502058,0.494357,0.792360
spats,0.363326,0.530803,0.480234,0.572884
psychokinesis,0.595014,0.529566,0.531504,0.408342
multistory,0.563164,0.463188,0.565449,0.851530
orifice,0.494238,0.476141,0.521014,0.783280
femur,0.571236,0.397561,0.566074,0.870748
judaism,0.495448,0.329146,0.510437,0.523635
amoral,0.382648,0.556509,0.487291,0.338509
caddied,0.580786,0.395847,0.587755,0.788329
easter_egg,0.678986,0.489296,0.628784,0.785705
bilges,0.380708,0.413024,0.498818,0.659653
pea,0.627070,0.360425,0.587551,0.946420
leave,0.527697,0.443155,0.600301,0.539139
sleepyhead,0.657114,0.461630,0.595118,0.782227
engrossing,0.609376,0.498103,0.620820,0.397013
aviators,0.661874,0.512115,0.603238,0.714253
speculation,0.488132,0.556855,0.530160,0.448383
eggcup,0.619955,0.411364,0.609333,0.988848
filthiest,0.507188,0.546403,0.559632,0.627374
pompadour,0.585412,0.455389,0.568606,0.950242
caddies,0.621519,0.311683,0.609440,0.732022
modelers,0.597757,0.413418,0.575656,0.675329
spiritual,0.728026,0.454003,0.645208,0.414692
headshot,0.547041,0.484523,0.593977,0.874882
croppers,0.625555,0.381972,0.618129,0.830484
bock,0.548686,0.416694,0.596988,0.808951
collage,0.672748,0.431015,0.633431,0.801356
sigh,0.509139,0.462732,0.539847,0.629662
tailpiece,0.502186,0.409795,0.526824,0.772518
waders,0.548283,0.352817,0.553495,0.810040
sign,0.587268,0.409283,0.630656,0.808149
adulation,0.642921,0.567827,0.627203,0.417287
yews,0.576508,0.348928,0.568628,0.726828
reaffirmed,0.686302,0.461089,0.715033,0.495806
depressions,0.386695,0.411752,0.383121,0.609709
parachuting,0.572216,0.556001,0.538378,0.754072
dumbo,0.436382,0.471878,0.531109,0.633551
dehumidifiers,0.457287,0.393883,0.552810,0.819111
eras,0.663170,0.417570,0.599578,0.475258
behaviorally,0.524514,0.479809,0.562923,0.356276
chartists,0.547752,0.473006,0.518781,0.679242
psychotropic,0.481105,0.466917,0.483632,0.485965
headsail,0.551252,0.378277,0.597053,0.801822
jeopardy,0.365557,0.507531,0.439441,0.546280
subdistrict,0.443341,0.403237,0.531159,0.711340
papa,0.680499,0.447608,0.615063,0.660823
pinholes,0.516831,0.376821,0.518605,0.833801
melt,0.625853,0.511732,0.582961,0.768181
sheepdogs,0.619188,0.432203,0.581890,0.761066
remembered,0.770132,0.429856,0.720921,0.589836
outrider,0.509731,0.448717,0.529450,0.760970
monomaniacal,0.336090,0.501413,0.509554,0.347841
lazily,0.570585,0.341038,0.581157,0.400061
penstock,0.479334,0.415344,0.518463,0.739056
academicism,0.579903,0.456692,0.558369,0.460699
reclose,0.588031,0.384251,0.640780,0.668092
Francis,0.532501,0.490397,0.502276,0.651625
theca,0.537425,0.422154,0.544607,0.759258
emitters,0.445061,0.401617,0.517524,0.624434
junk,0.481920,0.534451,0.538138,0.655700
Emma,0.617218,0.444749,0.569361,0.710953
coram,0.447895,0.345780,0.516033,0.419276
bandsman,0.673649,0.417771,0.631167,0.724777
continuing,0.622736,0.409855,0.659357,0.473569
druid,0.649080,0.466876,0.631215,0.736945
testis,0.498159,0.432750,0.497264,0.620474
slogged,0.462353,0.393932,0.564300,0.605169
understanding,0.789282,0.399225,0.753124,0.349736
magnetism,0.727284,0.527168,0.660514,0.455397
upgrade,0.614207,0.491606,0.639771,0.528181
hillier,0.601200,0.389863,0.595188,0.750762
witticism,0.642269,0.436525,0.654431,0.632619
habitude,0.538143,0.483538,0.570103,0.299642
David,0.605736,0.391973,0.588877,0.597005
wolffish,0.576416,0.393549,0.532552,0.834412
passengers,0.585504,0.452521,0.570034,0.740161
meadowland,0.755555,0.333359,0.672216,0.758587
hurtling,0.519083,0.585631,0.538619,0.720144
stair,0.563719,0.375753,0.609681,0.815238
fomented,0.389314,0.541589,0.481288,0.521657
restrictive,0.407899,0.479507,0.494333,0.396481
brilliant,0.744297,0.574422,0.666592,0.391215
checksum,0.490644,0.374798,0.563513,0.530540
congregant,0.593440,0.395385,0.605110,0.797864
baobab,0.638063,0.416214,0.589456,0.937258
funded,0.632250,0.437061,0.645154,0.506927
uprightness,0.573137,0.415726,0.620198,0.398581
fraudsters,0.384819,0.537016,0.446359,0.636982
fomenter,0.366638,0.495061,0.476360,0.627830
agni,0.568157,0.475829,0.557913,0.632389
ineffective,0.300924,0.445845,0.419344,0.357832
absenteeism,0.366668,0.494501,0.467079,0.564372
downturns,0.438945,0.516490,0.459907,0.621247
benzene,0.451822,0.492193,0.508145,0.758886
nitty,0.554552,0.409694,0.608876,0.597828
contrasty,0.572647,0.426916,0.590932,0.519733
mindedness,0.518125,0.403376,0.573266,0.452515
tasks,0.619785,0.474936,0.665066,0.571906
hostages,0.519322,0.568495,0.510365,0.686652
curtailing,0.533512,0.459199,0.548381,0.502336
actualization,0.604805,0.502745,0.614567,0.402212
aback,0.565011,0.462869,0.547066,0.429896
logical,0.641032,0.450184,0.645347,0.273118
currier,0.530204,0.405886,0.572191,0.783497
Asteria,0.670834,0.436130,0.595536,0.581107
overarching,0.618675,0.395233,0.647641,0.453187
gourdes,0.675206,0.344871,0.650327,0.758320
raking,0.481806,0.508255,0.544104,0.675499
logically,0.559520,0.437731,0.583506,0.273999
loquacity,0.511023,0.443780,0.557092,0.389742
fake,0.457853,0.511466,0.497854,0.680491
sashing,0.748414,0.396929,0.704777,0.769968
bookmarks,0.717219,0.385427,0.694589,0.881573
flagging,0.560392,0.431246,0.583299,0.646827
costumed,0.698260,0.524879,0.619466,0.676799
Ecuador,0.529836,0.446300,0.554558,0.691400
bended,0.543256,0.390374,0.570219,0.661853
filipinos,0.593992,0.439783,0.555400,0.579634
crammed,0.477282,0.469711,0.542220,0.627988
hoosegow,0.366508,0.454161,0.467068,0.730547
nearsighted,0.451241,0.399715,0.509676,0.530138
Sarasota,0.579985,0.489818,0.593269,0.628580
wicker,0.606919,0.323304,0.583349,0.882892
papaw,0.729756,0.433896,0.635084,0.883424
haber,0.418277,0.405801,0.501055,0.481626
druids,0.633050,0.458714,0.593663,0.657274
precluded,0.463315,0.391776,0.531137,0.367923
wicket,0.597716,0.448683,0.574976,0.791075
papal,0.539440,0.447772,0.551066,0.646823
blameworthiness,0.326238,0.536929,0.470863,0.330716
bender,0.425147,0.585308,0.463860,0.649853
prefrontal,0.447471,0.423737,0.551300,0.537072
shouldered,0.517467,0.357092,0.585163,0.544894
snifters,0.775472,0.407979,0.684122,0.966025
espanol,0.591234,0.353856,0.621961,0.641792
sunburst,0.736702,0.378188,0.679037,0.846948
theoretical,0.688546,0.445640,0.669945,0.325550
prosecutor,0.408708,0.537004,0.478258,0.763422
wicked,0.442817,0.596861,0.481521,0.379306
scratched,0.435829,0.422715,0.522219,0.701604
unenhanced,0.551181,0.434144,0.582035,0.407666
flypasts,0.650875,0.582371,0.591709,0.644882
guardsman,0.562839,0.459176,0.522078,0.890113
backwash,0.307991,0.460610,0.420214,0.646775
rescanning,0.497614,0.424172,0.560944,0.706797
claus,0.637449,0.487165,0.588135,0.788265
transoms,0.628140,0.352972,0.627661,0.715781
fortuitously,0.634526,0.408836,0.595818,0.313773
minnows,0.569724,0.449259,0.567963,0.787187
bottlecap,0.708946,0.427098,0.634515,0.850348
Jimmy,0.615680,0.451214,0.555275,0.736557
ignorant,0.361835,0.463797,0.467019,0.331284
virtue,0.621721,0.430810,0.590435,0.376441
scratcher,0.528840,0.547094,0.526158,0.905208
scratches,0.491545,0.442073,0.542772,0.822567
finn,0.610284,0.414143,0.607193,0.834074
preannouncement,0.541666,0.445806,0.611545,0.570931
thyroxine,0.520265,0.396054,0.520040,0.633562
porous,0.498683,0.406950,0.525742,0.708505
petrel,0.533554,0.410392,0.477245,0.785611
mascot,0.680463,0.454893,0.630772,0.801759
subjective,0.551187,0.431887,0.588945,0.233894
agin,0.487505,0.375546,0.547763,0.453137
fourths,0.589239,0.389532,0.587432,0.642587
sanctified,0.578110,0.460353,0.546084,0.407654
incited,0.472275,0.567180,0.552246,0.487738
caseload,0.468437,0.467674,0.525359,0.744573
uninsurable,0.372191,0.560869,0.421019,0.542941
pretend,0.599680,0.437468,0.608111,0.481148
detaches,0.439036,0.426644,0.499267,0.690074
Lois,0.644881,0.459693,0.573614,0.679969
beano,0.619152,0.489737,0.570076,0.641998
flannels,0.663014,0.301478,0.654766,0.827769
soloing,0.625590,0.501234,0.649688,0.626495
phoebe,0.629641,0.397180,0.564998,0.871289
stature,0.676180,0.466582,0.649515,0.505230
inflames,0.295359,0.517243,0.450880,0.610209
detached,0.501454,0.362840,0.542891,0.625864
absorbingly,0.614304,0.488614,0.574784,0.399430
coeval,0.587086,0.445282,0.535205,0.384815
gunfire,0.434650,0.651154,0.461992,0.788143
suggestiveness,0.501668,0.520258,0.528463,0.505373
snorers,0.424393,0.531935,0.492869,0.701823
televisions,0.601127,0.432551,0.600304,0.692377
remitted,0.490773,0.428264,0.552077,0.521287
parishes,0.564379,0.376394,0.567684,0.664464
polaroids,0.651495,0.472449,0.616994,0.714275
rosie,0.577285,0.472103,0.559295,0.701812
unconsummated,0.503532,0.521240,0.509775,0.429217
guillotined,0.434009,0.524894,0.497236,0.528760
awesome,0.729961,0.615306,0.653088,0.428504
antigambling,0.577299,0.471956,0.581801,0.652309
validly,0.512642,0.408659,0.578981,0.375923
rowan,0.562095,0.346240,0.543918,0.775290
unanticipated,0.562493,0.491646,0.498296,0.433908
allowed,0.579890,0.439112,0.578123,0.448683
shepherding,0.623396,0.445308,0.649475,0.519494
stole,0.447944,0.500755,0.527974,0.596901
digitized,0.595635,0.432620,0.565705,0.603177
gimmickry,0.478234,0.510636,0.493876,0.433177
boules,0.661126,0.357499,0.621372,0.766333
savoy,0.629036,0.376894,0.602685,0.826922
monitoring,0.540484,0.400406,0.610594,0.544789
grousing,0.420998,0.464037,0.519145,0.448005
savor,0.763500,0.447847,0.715441,0.524124
buttered,0.629740,0.407505,0.613306,0.673154
alzheimers,0.349791,0.428288,0.407312,0.564137
presaging,0.587642,0.398104,0.577023,0.548415
incivility,0.345727,0.478259,0.465895,0.416662
contrasts,0.664503,0.417082,0.671143,0.462524
druidic,0.676454,0.399753,0.617898,0.532175
paleness,0.479242,0.505259,0.514132,0.611870
optimal,0.706897,0.444137,0.688178,0.342013
subdistricts,0.433362,0.412666,0.508494,0.640206
undertook,0.636871,0.397507,0.691638,0.417933
Darwinism,0.506709,0.501699,0.528539,0.612729
indulgently,0.635120,0.384093,0.590608,0.423770
edinburgh,0.662840,0.341528,0.652121,0.749238
lido,0.751190,0.396231,0.662419,0.800330
landmark,0.710429,0.496317,0.627205,0.688503
hog,0.487012,0.465236,0.528173,0.801702
strangulated,0.363518,0.501073,0.430264,0.628686
mastheads,0.588021,0.401303,0.636598,0.827591
revealer,0.670163,0.530519,0.635127,0.426666
surficial,0.494135,0.435422,0.485745,0.519224
likelier,0.531813,0.518513,0.547977,0.399472
fuzzed,0.450692,0.511377,0.500846,0.680211
stroppy,0.432129,0.520793,0.518440,0.601310
wardens,0.508063,0.440448,0.526519,0.737979
shrewdness,0.682848,0.469199,0.684413,0.483386
tet,0.480861,0.357742,0.494689,0.669106
unclaimed,0.470288,0.447268,0.492698,0.549006
improving,0.634293,0.452015,0.668766,0.520198
spouted,0.474496,0.438471,0.543859,0.595361
headscarf,0.504734,0.485059,0.521824,0.878139
contraindicated,0.366382,0.447841,0.486206,0.441638
lids,0.648010,0.346932,0.653052,0.828099
westernized,0.530466,0.518742,0.536460,0.522118
carbonation,0.584374,0.442246,0.609737,0.757611
aetiology,0.485549,0.413341,0.505246,0.481721
golfers,0.639366,0.405706,0.607637,0.748816
natural,0.803656,0.476131,0.674612,0.474432
correlate,0.601696,0.387629,0.626312,0.470327
nakedly,0.429320,0.534624,0.527970,0.329378
biographical,0.565923,0.406403,0.593786,0.553239
ghostwriter,0.547323,0.456548,0.555278,0.687710
ordinarily,0.542730,0.398762,0.584678,0.286315
numberplate,0.548188,0.406614,0.601918,0.867868
daisies,0.741008,0.400608,0.609788,0.791737
potshots,0.423999,0.532671,0.542031,0.480797
opinionated,0.534800,0.496197,0.612728,0.432156
si,0.549115,0.467761,0.606143,0.460047
so,0.720545,0.401692,0.638346,0.417078
snowed,0.539798,0.469261,0.534665,0.632823
sa,0.607134,0.429327,0.650663,0.455895
pollution,0.309156,0.493479,0.444243,0.661982
tutoring,0.666532,0.417773,0.654945,0.665687
se,0.529867,0.430683,0.596602,0.503862
Islam,0.441793,0.498370,0.476905,0.579875
drunken,0.419135,0.628531,0.462620,0.647957
augurs,0.667187,0.455766,0.659186,0.439093
innocuous,0.527399,0.401423,0.571010,0.354286
privation,0.397081,0.558013,0.437548,0.509327
abates,0.584563,0.405234,0.584774,0.545613
footstep,0.590553,0.467580,0.571106,0.749679
unbooked,0.582566,0.472050,0.557100,0.524156
flips,0.580263,0.562594,0.581159,0.738037
corto,0.529596,0.415286,0.573202,0.590759
decals,0.602737,0.420684,0.632465,0.832709
bin,0.494701,0.332532,0.587824,0.908631
flagships,0.681465,0.467426,0.651949,0.542139
experiments,0.632263,0.488490,0.624276,0.592907
dapper,0.649138,0.413696,0.673333,0.605950
counterclockwise,0.632582,0.436391,0.592242,0.671478
omitting,0.478433,0.344463,0.514936,0.512037
horrify,0.430125,0.541159,0.479700,0.445106
razors,0.471990,0.497410,0.538468,0.807858
mishear,0.436727,0.471188,0.496893,0.560351
bulldoze,0.435874,0.496098,0.543066,0.682459
drunker,0.496575,0.564680,0.528757,0.625023
lovelies,0.659907,0.488984,0.591993,0.755698
carapace,0.538672,0.377848,0.526745,0.844035
sacrosanct,0.589093,0.415224,0.589560,0.247581
tore,0.437356,0.527565,0.535471,0.681852
constituted,0.590956,0.403226,0.624086,0.410433
limbs,0.581917,0.471782,0.548900,0.738769
tellingly,0.572088,0.413271,0.626870,0.368573
overhaul,0.511853,0.492580,0.525687,0.644903
internationally,0.715707,0.433997,0.637470,0.445423
muses,0.665127,0.445133,0.663790,0.480431
toro,0.633163,0.456851,0.613857,0.783444
torn,0.467958,0.452764,0.527247,0.690623
tori,0.577198,0.457212,0.536475,0.697055
nontrivial,0.547945,0.493600,0.572672,0.407689
insidiousness,0.345825,0.510385,0.447219,0.367016
disconcertingly,0.442209,0.443067,0.491101,0.443278
tort,0.411095,0.485296,0.451067,0.580595
deafeningly,0.519202,0.459759,0.538058,0.498633
orangeade,0.685645,0.458765,0.620312,0.841510
suspicion,0.506811,0.488918,0.539177,0.553864
avis,0.559168,0.358457,0.592347,0.483442
constitutes,0.617322,0.427904,0.635595,0.461211
collegians,0.589494,0.390081,0.589913,0.601973
machina,0.503109,0.478222,0.521636,0.429836
swastika,0.360683,0.487784,0.489852,0.900478
tory,0.518984,0.369840,0.572939,0.631714
causation,0.512224,0.426644,0.535294,0.482202
limbo,0.388871,0.446974,0.435210,0.550060
mused,0.664168,0.428070,0.656326,0.529354
clueing,0.540239,0.484797,0.561286,0.572971
