"term","humor"
"momma","61.754386"
"monarch","58.323587"
"money","52.105263"
"mongrel","68.81203"
"monk","65.73854"
"monkey","74.105263"
"mono","46.315789"
"monsoon","60.619195"
"monster","50.071124"
"montage","63.825417"
"monthly","42.229102"
"moo","85.684211"
"mood","59.631579"
"moon","54.807018"
"moonbeam","64.97076"
"moonlight","58.666667"
"moonshine","66.749226"
"moor","58.666667"
"moose","71.869328"
"mope","59.181287"
"moped","56.027165"
"morale","56.902256"
"mores","59.722992"
"morgue","35.087719"
"morn","42.02729"
"morning","57.894737"
"moron","73.526316"
"morphine","51.191136"
"morsel","63.408521"
"mortal","54.035088"
"mortar","44.821732"
"mortgage","46.315789"
"mosque","41.169591"
"motel","51.191136"
"moth","54.30127"
"mother","50.697013"
"motif","60.350877"
"motion","41.169591"
"motive","50.472335"
"motley","77.192982"
"motor","54.223363"
"motto","58.294011"
"mound","63.105263"
"mount","55.578947"
"mountain","47.719298"
"mouse","47.859649"
"mousetrap","47.602339"
"mousse","63.915789"
"Moustache","70.175439"
"mouth","57.894737"
"mouthful","70.197368"
"mouthpiece","61.256367"
"mouthwash","45.592105"
"move","46.894737"
"movie","62.082867"
"mower","50.947368"
"muck","82.834008"
"mucus","68.026316"
"mud","60.210526"
"muddle","74.480797"
"muff","78.075188"
"muffin","70.796992"
"mug","52.491228"
"mugger","52.932331"
"mule","66.578947"
"mullet","77.434211"
"mum","66.279492"
"mumps","68.508772"
"mural","46.808511"
"murmur","65.131579"
"muse","52.631579"
"museum","45.350877"
"mush","68.070175"
"mushroom","67.692308"
"music","57.894737"
"musket","60.619195"
"muskrat","70.631579"
"must","61.052632"
"mustang","57.894737"
"mustard","60.619195"
"muster","60.566802"
"mutant","55.578947"
"mute","47.969925"
"mutt","80.589474"
"mutter","60.789474"
"muzzle","68.026316"
"mystic","61.922197"
"mystique","65.207756"
"myth","48.097166"
"nag","55.578947"
"nail","53.628809"
"name","45.28655"
"nanny","63.260591"
"nap","57.894737"
"napalm","56.157895"
"napkin","57.894737"
"nappy","83.196881"
"nasal","58.152047"
"nation","51.800554"
"natural","51.278195"
"nature","50.947368"
"nausea","48.962406"
"navel","67.302632"
"navy","45.614035"
"neck","53.80805"
"necklace","57.521222"
"necktie","65.185185"
"nectar","67.758285"
"need","44"
"needle","47.062818"
"needy","46.925208"
"neglect","32.064777"
"negro","41.491228"
"neon","57.894737"
"nerve","53.177388"
"nest","47.039474"
"network","44.210526"
"neuter","61.963016"
"neutral","56.902256"
"neutron","50.050934"
"news","42.45614"
"newscast","51.107078"
"newsreel","54.917293"
"newsstand","43.74269"
"newt","68.187134"
"nexus","55.689223"
"nibble","78.736842"
"niche","66.801619"
"nickel","56.066482"
"nickname","56.532508"
"niece","47.039474"
"nigger","33.082707"
"night","44.385965"
"nightcap","57.004049"
"nightclub","66.315789"
"nightfall","59.01528"
"nightgown","59.181287"
"nightie","77.894737"
"nightlife","57.894737"
"nightmare","30.877193"
"nightstick","59.548872"
"nighttime","50.947368"
"nimrod","80.653358"
"nine","44.385965"
"ninny","84.210526"
"nipper","72.494279"
"nitrate","54.736842"
"nitwit","93.993808"
"noble","52.932331"
"nod","49.934211"
"node","63.343653"
"noggin","89.323308"
"nomad","64.024768"
"nonsense","60.711238"
"nook","56.447368"
"noon","55.898367"
"noose","57.343358"
"norm","48.300752"
"normal","50.604288"
"north","52.29202"
"northeast","46.315789"
"northwest","45.614035"
"nosebleed","40.080972"
"nostril","67.876588"
"notch","66.517357"
"note","51.659919"
"notebook","50.175439"
"notice","53.039049"
"notion","51.107078"
"noun","51.162791"
"novel","49.972299"
"novice","51.929825"
"nuance","54.586466"
"nucleus","56.11336"
"nude","77.647059"
"nudist","79.075738"
"nugget","76.090226"
"nuisance","55"
"number","45.517241"
"nun","56.027165"
"nursemaid","60.689655"
"nursing","42.697368"
"nurture","50.604288"
"nut","77.489879"
"nutcase","87.287449"
"nuthouse","81.695906"
"nylon","49.374379"
"nymph","77.192982"
"oaf","80.679117"
"oak","46.315789"
"oar","53.759398"
"oath","49.122807"
"oatmeal","48.097166"
"oblique","65.185185"
"occult","47.206478"
"oddball","76.59919"
"ode","57.465887"
"Offence","45.54386"
"office","45.389474"
"offset","50.175439"
"offspring","71.911357"
"ogre","71.517028"
"oil","61.45749"
"oink","89.662618"
"ointment","60.33241"
"okra","63.298246"
"old","47.418546"
"olive","57.004049"
"omelet","56.11336"
"omen","48.947368"
"one","47.602339"
"onion","62.286751"
"onset","44.463158"
"oodles","88.926316"
"oomph","91.087719"
"ooze","74.877193"
"op","55.964912"
"opal","53.263158"
"open","47.503374"
"opening","59.548872"
"optics","50.175439"
"oral","64.511278"
"orange","53.317013"
"orb","67.459954"
"orbit","59.113573"
"orchard","54.736842"
"ordeal","52.748538"
"order","51.800554"
"ordnance","46.315789"
"ore","49.62406"
"organ","53.070175"
"orgy","75.986842"
"ostrich","74.385965"
"otter","68.026316"
"ounce","48.631579"
"outage","42.697368"
"outback","55.099819"
"outbreak","42.159244"
"outburst","64.070175"
"outcast","44.868421"
"outcome","50.071124"
"outdoors","47.639098"
"outfit","56.350877"
"outhouse","64.842105"
"outing","48.753463"
"outlaw","54.331984"
"outlet","47.062818"
"outline","50.021053"
"outlook","48.245614"
"outpost","52.550607"
"outrage","48.796992"
"oven","48.631579"
"owl","56.532508"
"ox","58.618421"
"oxide","45.864478"
"oyster","65.480944"
"ozone","50.368421"
"pace","61.111111"
"pack","54.276316"
"packer","64.070175"
"packet","55.280136"
"pact","50.604288"
"pad","52.105263"
"padding","57.171053"
"paddle","58.446115"
"padlock","48.888889"
"padre","59.631579"
"pagan","54.238227"
"page","54.238227"
"pageant","59.092559"
"pail","54.035088"
"pain","32.280702"
"paint","49.008568"
"painter","46.315789"
"painting","47.503374"
"pair","60.411899"
"paisley","60.065789"
"pal","59.379217"
"palace","53.593985"
"palate","51.929825"
"pale","52.44582"
"palette","51.461988"
"palm","47.639098"
"pamphlet","52.356979"
"pan","53.684211"
"pancake","66.042885"
"pancreas","51.083591"
"panda","68.675136"
"pane","42.580645"
"panel","47.017544"
"pang","62.003396"
"panic","40.391677"
"pansy","79.167687"
"pant","51.39923"
"pantheon","55.413534"
"panther","59.649123"
"panties","84.495021"
"pantry","48.486842"
"pants","45.389474"
"panty","68.675136"
"pap","67.430341"
"papa","55.578947"
"paper","44.661654"
"parade","59.649123"
"pardon","48.631579"
"parent","45.706371"
"parish","52.105263"
"park","49.62406"
"parka","56.842105"
"parole","45.614035"
"parrot","62.612086"
"parsley","47.859649"
"part","43.327674"
"parting","47.809847"
"partner","51.948791"
"partridge","61.418764"
"party","70.245614"
"passage","66.453089"
"passion","52.748538"
"passive","43.421053"
"passkey","48.987854"
"password","47.039474"
"past","47.062818"
"pasta","60.085349"
"paste","49.303905"
"pastime","44.534413"
"pastor","42.560455"
"pasture","50.30853"
"pasty","82.706767"
"patent","48.421053"
"path","46.941679"
"pathway","46.315789"
"patient","47.763158"
"patriot","47.062818"
"patron","65.480944"
"patter","55.137845"
"pattern","52.631579"
"pauper","60.210526"
"pause","48.300752"
"pavement","51.905626"
"paw","55"
"pawnshop","52.932331"
"payday","52.57468"
"payload","60.941828"
"payment","42.105263"
"pea","70.272232"
"peacetime","49.62406"
"peach","51.578947"
"peak","60.210526"
"peanut","56.608187"
"peanuts","61.947368"
"pear","49.362881"
"peasant","65.614035"
"pecan","56.48267"
"pecker","91.034483"
"peel","63.684211"
"peep","70.099573"
"peeper","74.766917"
"peer","55"
"pellet","50.402477"
"pelvis","66.666667"
"pen","42.697368"
"penance","48.888889"
"penchant","59.342105"
"pencil","49.934211"
"penguin","66.385965"
"penis","82.617354"
"pennant","50.834403"
"penny","55.457064"
"pension","51.461988"
"penthouse","62.286751"
"people","50.818713"
"pepper","49.62406"
"percent","47.719298"
"perch","52.631579"
"perfect","50.071124"
"perfume","55.723684"
"peril","52.270677"
"period","61.337127"
"perk","70.550796"
"perm","55.438596"
"permit","51.107078"
"person","50.697013"
"personal","54.533107"
"pervert","65.614035"
"pest","55.457064"
"pestle","72.046784"
"pet","51.22807"
"petal","50.050934"
"pew","71.017544"
"phantom","57.894737"
"phase","43.327674"
"pheasant","64.024768"
"phi","52.932331"
"phlegm","67.232598"
"phobia","50.071124"
"phosphate","48.575096"
"photo","55.137845"
"photon","61.30031"
"phrase","45.614035"
"physics","42.842105"
"physique","55.471236"
"pianist","58.538012"
"piano","48.486842"
"pick","48.421053"
"picker","50.818713"
"picket","48.888889"
"picnic","51.622807"
"picture","44.272446"
"pictures","53.759398"
"piece","50.050934"
"pier","54.533107"
"pig","65.855263"
"pigeon","51.929825"
"piggy","82.442105"
"piglet","75.106686"
"pigskin","62.750424"
"pile","62.030075"
"pill","50.175439"
"pillage","51.719298"
"pillar","52.44582"
"pillbox","47.719298"
"pillow","68.111455"
"pilot","45.517241"
"pimp","72.520776"
"pimple","68.2861"
"pin","45.263158"
"pinch","63.859649"
"ping","66.578947"
"pink","58.666667"
"pinkie","71.789474"
"pint","62.857143"
"piping","61.001284"
"pirate","64.705882"
"piss","71.12782"
"piston","51.659919"
"pit","54.807018"
"pitch","59.824561"
"pitcher","51.083591"
"pity","47.039474"
"pivot","57.54386"
"pixie","70.331384"
"pizza","55.078236"
"placement","54.370709"
"plague","36.491228"
"plaid","59.548872"
"plain","53.333333"
"plaintiff","43.491656"
"plane","47.859649"
"planet","47.809847"
"plank","62.160665"
"plankton","66.992481"
"planner","42.362003"
"plant","51.461988"
"planter","51.659919"
"plaque","51.544992"
"plasma","55.457064"
"plaster","56.009792"
"plastic","46.315789"
"plate","56.902256"
"plateau","53.759398"
"platform","43.421053"
"plating","45.592105"
"platoon","55"
"play","61.963016"
"playboy","70.220713"
"player","47.639098"
"playground","55.723684"
"playhouse","57.067669"
"playmate","71.517028"
"playpen","69.473684"
"playroom","64.024768"
"plaything","72.198142"
"playtime","68.701754"
"playwright","48.521303"
"plaza","46.894737"
"plea","44.95356"
"pleasure","58.357895"
"pliers","54.489164"
"plot","55.137845"
"pluck","69.473684"
"plum","70.116959"
"plumber","60.509338"
"plump","79.487909"
"plunder","60.982456"
"plunge","69.473684"
"plunger","70.272232"
"plural","47.912886"
"plush","72.120301"
"plywood","51.929825"
"pocket","57.894737"
"poem","51.22807"
"poet","53.786078"
"point","54.223363"
"pointer","56.384439"
"poise","59.438597"
"poison","38.596491"
"poke","75.842105"
"poker","63.518797"
"pole","61.368421"
"police","40.102696"
"polish","59.722992"
"polka","83.196881"
"poll","50.797963"
"pollen","47.173489"
"polling","53.039049"
"polo","58.398169"
"pomp","65.964912"
"poncho","65.614035"
"pong","70.921053"
"pony","60.411899"
"pooch","85.31856"
"poodle","72.120301"
"poof","78.075188"
"poor","37.894737"
"pop","76.28483"
"popcorn","57.067669"
"pope","52.932331"
"popper","72.145749"
"porch","51.381579"
"pore","48.753463"
"pork","58.191633"
"porridge","59.676113"
"port","50.368421"
"portal","59.93808"
"porthole","59.405034"
"portion","49.70475"
"portrait","48.193457"
"pose","54.331984"
"posse","67.819549"
"possum","64.561404"
"post","46.315789"
"postcard","55.750487"
"postman","47.368421"
"posture","44.868421"
"pot","62.195489"
"potion","59.824561"
"potty","76.943973"
"pouch","61.754386"
"poultry","61.551247"
"pounce","73.333333"
"pound","60.896686"
"pounding","56.093567"
"powder","59.113573"
"power","62.45614"
"pox","56.842105"
"practice","43.121597"
"prairie","50.175439"
"praise","51.278195"
"prance","76.59919"
"prank","76.786704"
"prawn","61.488203"
"prayer","39.947368"
"preacher","48.556876"
"precious","66.801619"
"preface","46.315789"
"prefix","50.269576"
"prelim","47.602339"
"premier","44.868421"
"premise","54.736842"
"prep","58.294011"
"presence","48.711434"
"present","52.778458"
"preserve","51.350114"
"press","51.461988"
"prestige","54.489164"
"pretext","47.039474"
"pretty","51.829574"
"pretzel","64.070175"
"preview","57.171053"
"prey","46.315789"
"price","48.556876"
"prick","77"
"pride","52.491228"
"priest","55.578947"
"priestess","59.548872"
"priesthood","48.144044"
"primate","49.303905"
"prime","50.175439"
"primer","57.465887"
"prince","59.438597"
"princess","62.612086"
"print","44.463158"
"printer","51.526316"
"printing","46.315789"
"printout","47.206478"
"prior","54.533107"
"prison","38.823529"
"privy","63.343653"
"prize","54.035088"
"pro","53.263158"
"probate","51.929825"
"probe","67.157895"
"problem","43.508772"
"proceeds","49.403509"
"process","52.828947"
"prod","64.070175"
"product","50.071124"
"profile","48.421053"
"profit","55"
"progress","50.175439"
"project","58.504155"
"prologue","49.040248"
"prom","56.929825"
"promise","53.552632"
"prompt","44.330827"
"proof","44.463158"
"prop","51.526316"
"propane","57.894737"
"prophet","51.381579"
"prose","55.222672"
"prostate","69.988304"
"protein","49.210526"
"protest","37.278562"
"proton","51.659919"
"proverb","48.286674"
"prowess","54.652632"
"prowl","67.488722"
"prowler","50.657895"
"proxy","47.017544"
"prude","60.411899"
"prudence","49.28475"
"prune","56.608187"
"psalm","54.652632"
"psyche","61.754386"
"psychic","54.30127"
"psycho","68.150376"
"pub","66.992481"
"pubes","85.16129"
"public","52.105263"
"puck","61.754386"
"pucker","78.614958"
"pudding","70.038511"
"puddle","63.432494"
"pug","65.614035"
"puke","63.343653"
"pull","46.315789"
"pulley","59.649123"
"pulp","59.379217"
"pulpit","68.221906"
"pulsar","56.066482"
"pulse","44.534413"
"pump","62.160665"
"pumpkin","68.582996"
"pun","74.34903"
"punch","60.509338"
"puncture","46.996904"
"punt","70.272232"
"pup","64.244482"
"pupil","64.723347"
"puppet","65.131579"
"puppy","66.578947"
"purchase","41.904762"
"purge","51.829574"
"purple","49.934211"
"purpose","45.764411"
"purr","64.842105"
"purse","52.105263"
"pursuit","50.75028"
"pus","63.238866"
"push","50.30853"
"pusher","42.02729"
"puss","76.421053"
"pussy","78.736842"
"put","47.567568"
"putty","80.31355"
"puzzle","64.561404"
"pylon","58.268251"
"python","52.631579"
"quad","56.330014"
"quail","67.876588"
"quake","44.718693"
"quantum","58.191633"
"quarrel","54.035088"
"quarry","58.997494"
"quart","60.210526"
"quarter","53.200569"
"quartet","58.538012"
"quartz","62.662539"
"queen","62.003396"
"queer","67.692308"
"query","53.263158"
"quest","66.970128"
"question","55.413534"
"queue","64.439359"
"quiche","74.004577"
"quick","51.066127"
"quickie","85.353383"
"quicksand","57.495463"
"quiet","47.719298"
"quilt","50.624235"
"quince","64.070175"
"quintet","68.701754"
"quirk","72.046784"
"quitter","48.168421"
"quiver","71.714771"
"quiz","49.28475"
"quota","47.017544"
"quote","54.238227"
"rabble","73.130194"
"rabies","51.719298"
"raccoon","63.684211"
"race","46.894737"
"racehorse","62.030075"
"racer","48.144044"
"racetrack","50.526316"
"racist","35.675676"
"rack","65.338346"
"radar","51.764706"
"radial","52.550607"
"radish","65.131579"
"radium","54.452347"
"radius","46.315789"
"raffle","59.762309"
"raft","44.210526"
"rag","57.54386"
"rage","39.699248"
"ragtime","69.473684"
"raider","53.019391"
"rail","57.368421"
"railroad","37.052632"
"railway","48.631579"
"rain","58.887218"
"raincoat","52.319688"
"rainstorm","48.403103"
"raisin","61.754386"
"rake","53.070175"
"rally","51.764706"
"ram","61.551247"
"ramble","71.954887"
"rambling","65.910931"
"ramp","49.122807"
"rampart","59.824561"
"ramrod","77.192982"
"rancher","56.240602"
"random","60.350877"
"range","47.173489"
"ranger","53.80805"
"rank","41.684211"
"ransom","43.812233"
"rap","55"
"rape","27.31444"
"rapist","32.693498"
"rapport","55.353017"
"rapture","57.171053"
"rascal","76.491228"
"rash","50.769231"
"rat","44.534413"
"ratchet","71.458647"
"rating","46.315789"
"ration","46.315789"
"rattle","59.649123"
"rave","56.842105"
"ravine","52.748538"
"rawhide","68.879892"
"razor","51.066127"
"read","55.438596"
"reader","48.245614"
"readout","46.315789"
"ready","53.593985"
"realist","46.315789"
"realm","53.80805"
"realty","47.206478"
"reaper","47.114338"
"rear","71.189084"
"reason","48.245614"
"rebel","53.177388"
"rebirth","51.22807"
"rebound","49.210526"
"recall","48.193457"
"recap","50.604288"
"receipt","49.62406"
"recess","59.631579"
"recluse","54.892788"
"record","49.972299"
"recount","41.833616"
"recourse","45.672515"
"recruit","42.580645"
"rectum","70.116959"
"red","51.764706"
"redhead","67.214377"
"reef","56.774194"
"reefer","78.00554"
"reel","58.294011"
"ref","51.39923"
"reference","45.634675"
"refill","47.503374"
"reflex","59.459459"
"reform","50.343249"
"refrain","52.29202"
"refuge","39.00277"
"refund","49.094737"
"regard","48.421053"
"reggae","56.330014"
"regime","51.39923"
"region","55.578947"
"rehash","49.878543"
"reign","44.534413"
"rein","57.391304"
"reindeer","69.473684"
"reins","52.932331"
"reject","51.526316"
"relapse","52.828947"
"relay","48.631579"
"release","52.105263"
"relief","59.092559"
"remark","42.229102"
"remorse","42.263158"
"remove","41.812866"
"renown","50.697013"
"rent","42.65928"
"rental","42.753036"
"repair","50.050934"
"replay","46.315789"
"reply","46.315789"
"report","44.144737"
"repose","42.180451"
"reprieve","53.039049"
"reproach","48.300752"
"reptile","52.253711"
"request","42.105263"
"rerun","60.210526"
"rescue","48.631579"
"research","43.268698"
"resin","55.750487"
"resort","61.203008"
"resource","48.690958"
"respect","49.934211"
"respite","45.517241"
"rest","56.929825"
"restraint","43.623011"
"result","48.300752"
"retail","47.969925"
"retake","45.654135"
"rethink","48.631579"
"retire","47.763158"
"return","46.315789"
"rev","55"
"revel","53.039049"
"revenge","33.347368"
"reverse","46.315789"
"review","52.631579"
"revise","47.719298"
"revolt","41.812866"
"revue","51.140351"
"rewrite","46.315789"
"rhinestone","59.181287"
"rhino","60.982456"
"rhubarb","63.684211"
"rhyme","61.754386"
"rhythm","55.170279"
"rib","57.171053"
"rich","60.210526"
"rickshaw","74.557125"
"riddance","57.597841"
"riddle","68.77193"
"ride","55.413534"
"rider","54.678363"
"ridge","51.873684"
"riff","67.26817"
"riffraff","83.196881"
"rift","54.807018"
"rig","58.446115"
"right","54.807018"
"rim","64.327485"
"ringer","49.746589"
"ringside","57.56391"
"rink","50.071124"
"rip","65.480944"
"ripple","63.883848"
"rise","48.711434"
"risk","46.315789"
"rite","46.315789"
"ritual","50.432749"
"rival","47.039474"
"river","54.255639"
"roach","59.181287"
"roadhouse","53.786078"
"roadie","70.083102"
"roar","47.039474"
"roast","57.004049"
"robber","40.912281"
"robin","52.29202"
"robot","57.171053"
"rock","46.315789"
"rocker","68.070175"
"rocket","61.488203"
"rod","53.263158"
"roe","56.6759"
"rogue","57.54386"
"role","51.964056"
"roll","59.824561"
"roller","54.30127"
"roman","50.947368"
"romance","57.495463"
"romp","71.869328"
"roof","52.748538"
"rook","60.210526"
"rookie","59.052632"
"room","44.487535"
"roomful","52.29202"
"roommate","55.723684"
"rooms","55"
"roost","58.887218"
"rooster","57.894737"
"root","51.544992"
"rope","47.602339"
"ropes","44.330827"
"rose","54.736842"
"roster","47.763158"
"rot","46.996904"
"rotor","52.828947"
"rouge","51.381579"
"rough","50.797963"
"roughneck","61.754386"
"roulette","58.357895"
"round","55.578947"
"roundup","52.105263"
"route","51.764706"
"routine","50.085679"
"rowboat","52.847503"
"rowdy","72.879257"
"rowing","49.303905"
"royal","51.578947"
"rub","59.891107"
"rubber","68.221906"
"rubbish","67.819549"
"rubble","57.56391"
"ruby","60.789474"
"ruckus","85.583524"
"ruff","62.236842"
"ruffle","58.504155"
"rug","49.122807"
"rugby","57.431579"
"ruin","41.973684"
"rule","46.315789"
"ruler","49.547124"
"ruling","45.064011"
"rumble","61.56611"
"rummage","70.967742"
"rump","86.62768"
"rumpus","87.548139"
"runner","56.350877"
"runt","74.817814"
"runway","51.381579"
"rupture","57.894737"
"ruse","66.666667"
"rush","46.315789"
"rust","48.753463"
"rustic","52.105263"
"rustle","55.851393"
"rustler","73.333333"
"rut","58.947368"
"rye","57.213622"
"sac","74.480797"
"saddle","59.722992"
"sadist","44.60039"
"sadness","35.675676"
"safe","49.336384"
"safeguard","54.489164"
"saffron","60.711238"
"saga","59.113573"
"sage","54.238227"
"saint","51.107078"
"salad","55.170279"
"sale","49.824561"
"salesgirl","59.284211"
"salesman","51.322902"
"salmon","56.902256"
"salon","59.01528"
"saloon","66.165414"
"salvage","54.035088"
"salve","56.027165"
"samba","71.97724"
"sanctum","64.407895"
"sandbox","54.489164"
"sandstorm","47.418546"
"sandwich","56.447368"
"sardine","62.770083"
"sash","57.004049"
"satchel","61.488203"
"satyr","78.157895"
"sauce","54.035088"
"sauna","64.705882"
"sausage","79.508772"
"savage","48.690958"
"savant","56.532508"
"save","50.581717"
"saver","47.142857"
"savings","49.62406"
"savvy","71.97724"
"saw","47.912886"
"sawdust","49.303905"
"sawmill","44.661654"
"sax","70.331384"
"say","52.57468"
"scab","51.278195"
"scaffold","55.222672"
"scale","49.934211"
"scalp","44.912281"
"scalpel","41.973684"
"scamp","71.954887"
"scampi","68.646617"
"scanner","47.719298"
"scapegoat","60.210526"
"scar","40.377868"
"scare","43.007519"
"scarecrow","57.521222"
"scarf","58.473684"
"scatter","61.754386"
"scene","49.210526"
"scent","54.807018"
"schedule","35.2"
"school","47.242105"
"schoolboy","66.970128"
"schoolgirl","62.770083"
"schoolhouse","52.932331"
"schooling","58.504155"
"schooner","75.263158"
"science","51.381579"
"scissors","54.678363"
"scold","41.25"
"scone","59.379217"
"scoop","58.152047"
"scope","52.239902"
"scorch","44.661654"
"scoreboard","52.828947"
"scorer","55.170279"
"scorpion","43.099415"
"scotch","59.241126"
"scoundrel","79.056261"
"scour","50.657895"
"scout","52.409972"
"scowl","54.30127"
"scrabble","61.754386"
"scramble","55"
"scrap","53.80805"
"scrapbook","49.122807"
"scrape","47.039474"
"scratch","41.684211"
"scream","45.213033"
"screen","48.962406"
"screening","49.210526"
"screw","76.335283"
"screwball","81.052632"
"scribble","60.689655"
"script","44.385965"
"scripture","50.368421"
"scrotum","85.16129"
"scrounger","58.473684"
"scrub","56.240602"
"scuba","64.390244"
"scuff","56.066482"
"scuffle","57.894737"
"sculptor","54.035088"
"sculpture","50.175439"
"scum","65.131579"
"scurry","68.726655"
"scuttle","69.473684"
"seaboard","55.704125"
"seafood","51.191136"
"seaman","77.192982"
"seamstress","56.11336"
"search","53.80805"
"searchlight","44.700122"
"seashore","51.107078"
"seaside","53.552632"
"seat","45.425101"
"seating","42.02729"
"seaweed","55.170279"
"sec","56.447368"
"second","51.719298"
"secret","47.969925"
"sect","51.578947"
"sedan","48.753463"
"see","49.072682"
"seed","51.191136"
"seer","54.370709"
"seesaw","73.092105"
"seizure","32.012384"
"self","46.315789"
"sell","44.144737"
"seller","48.631579"
"semblance","47.039474"
"semen","68.646617"
"semi","58.575851"
"sender","46.925208"
"senior","49.040248"
"sense","50.368421"
"sensor","48.144044"
"sentence","46.315789"
"sentry","46.977444"
"sequence","56.447368"
"sergeant","42.560455"
"series","57.894737"
"sermon","44.110276"
"serpent","48.193457"
"serum","63.684211"
"serve","51.764706"
"server","48.962406"
"service","43.508772"
"set","49.62406"
"setback","42.45614"
"settle","42.580645"
"seven","45.350877"
"sewage","46.925208"
"sewer","52.253711"
"sewing","51.544992"
"shack","66.042885"
"shade","57.122807"
"shadow","56.774194"
"shaft","80.328947"
"shake","62.030075"
"shakedown","56.384439"
"shallows","50.071124"
"sham","61.136842"
"shaman","65.263158"
"shame","37.351443"
"shank","59.548872"
"shanty","72.561404"
"shape","48.144044"
"shard","58.323587"
"share","47.678019"
"shark","50.285714"
"sharp","52.847503"
"shave","47.087719"
"shaver","60.065789"
"shawl","55.413534"
"sheath","62.662539"
"sheepdog","78.736842"
"sheet","53.263158"
"shelf","49.445235"
"shell","62.960526"
"shellfish","58.633819"
"shelter","49.62406"
"shepherd","59.284211"
"sheriff","53.441296"
"sherry","55.723684"
"shield","49.62406"
"shift","52.550607"
"shilling","67.157895"
"shimmer","54.62888"
"shin","58.245614"
"shindig","83.049002"
"shiner","59.548872"
"shingle","68.150376"
"ship","50.818713"
"shipping","40.831025"
"shipwreck","51.764706"
"shipyard","49.62406"
"shire","54.276316"
"shirt","47.763158"
"shit","73.036437"
"shiver","66.900585"
"shock","57.894737"
"shocker","59.891107"
"shoddy","67.645429"
"shoe","64.511278"
"shoelace","52.270677"
"shoeshine","61.947368"
"shoot","42.580645"
"shop","56.532508"
"shopper","56.350877"
"short","48.168421"
"shortage","39.368421"
"shortcake","68.79257"
"shorthand","44.821732"
"shortness","53.317013"
"shorts","48.01027"
"shot","51.107078"
"shotgun","44.210526"
"shoulder","52.105263"
"shove","57.171053"
"shovel","50.947368"
"showbiz","51.609023"
"showboat","63.085299"
"shower","47.368421"
"showgirl","64.842105"
"showroom","45.592105"
"shrapnel","42.753036"
"shred","59.052632"
"shrew","58.947368"
"shriek","56.929825"
"shroud","56.532508"
"shrug","51.719298"
"shudder","46.977444"
"shutdown","41.684211"
"shutter","55.964912"
"shuttle","53.628809"
"shy","43.007519"
"shyness","49.210526"
"shyster","79.568151"
"sick","42.753036"
"sickle","53.039049"
"sickness","33.082707"
"side","49.62406"
"sideburns","64.378947"
"sidecar","67.979626"
"sideline","54.223363"
"sideshow","58.538012"
"sidewalk","55.280136"
"siege","42.323049"
"sigh","58.721805"
"sight","51.948791"
"sighting","49.934211"
"signal","48.486842"
"silence","38.823529"
"silent","44.272446"
"silk","56.447368"
"silly","78.86202"
"silo","62.989474"
"silver","52.704174"
"simple","50.947368"
"sin","42.263158"
"singer","59.649123"
"single","45.721997"
"sink","57.465887"
"sinker","66.344239"
"sinner","54.586466"
"sinus","51.578947"
"sir","57.894737"
"sire","60.411899"
"siren","55"
"sirloin","63.408521"
"sister","56.447368"
"six","45.634675"
"sixpence","62.526316"
"sixteen","41.086587"
"sixty","53.039049"
"size","47.931457"
"skate","49.746589"
"skateboard","51.140351"
"skater","54.736842"
"skeet","74.539474"
"ski","50.797963"
"skid","58.618421"
"skillet","56.447368"
"skin","45.706371"
"skip","60.210526"
"skirt","51.976608"
"skull","47.969925"
"skunk","60.789474"
"sky","43.22807"
"skylight","52.239902"
"skyline","48.962406"
"slab","59.722992"
"slack","54.30127"
"slag","67.779204"
"slam","54.035088"
"slander","45.789474"
"slant","57.412281"
"slap","50.050934"
"slash","60.789474"
"slate","51.719298"
"slave","34.210526"
"slayer","46.959064"
"sled","56.842105"
"sledge","48.01027"
"sleep","53.177388"
"sleeper","48.144044"
"sleet","57.251462"
"sleeve","45.721997"
"sleigh","55.578947"
"slice","57.122807"
"slick","73.333333"
"slicker","66.827068"
"slime","64.842105"
"sling","63.432494"
"slingshot","63.432494"
"slip","59.891107"
"slipper","51.659919"
"slit","65.73854"
"slob","59.438597"
"slobber","81.451906"
"slogan","54.210526"
"slop","62.526316"
"slope","53.391813"
"sloth","68.111455"
"slouch","56.066482"
"sludge","66.578947"
"slug","71.189084"
"slum","39.298246"
"slumber","61.418764"
"slump","58.357895"
"slur","51.719298"
"slush","66.900585"
"slut","64.842105"
"smack","72.198142"
"small","40.97166"
"smallpox","47.639098"
"smear","64.723347"
"smell","56.066482"
"smile","65.020243"
"smirk","76.710526"
"smog","55.170279"
"smoke","46.996904"
"smooch","77.192982"
"smooth","56.774194"
"smoothie","61.160594"
"smother","51.701346"
"smudge","63.549572"
"smuggler","47.445443"
"smut","78.847118"
"snack","53.502722"
"snag","67.232598"
"snail","61.488203"
"snake","46.315789"
"snap","55.964912"
"snapper","62.286751"
"snare","49.210526"
"snarl","63.684211"
"snatch","63.883848"
"snatcher","74.385965"
"sneak","62.397661"
"sneaker","53.391813"
"sneer","57.213622"
"sneeze","58.245614"
"sniff","67.232598"
"snip","48.962406"
"sniper","40.802005"
"snitch","64.598338"
"snob","65.185185"
"snoop","65.614035"
"snooze","69.473684"
"snore","68.615984"
"snorkel","63.684211"
"snort","86.655348"
"snot","73.036437"
